Participant-ID,Status,Manbox5_1,Manbox5_2,Manbox5_3,Manbox5_4,Manbox5_5,isolated,WomenDifferent,Manbox5_overall,language,Masculinity_contrained,GrowthMindset,COVID,criticises,MenBetterSTEM,School_support_engage6,pwi_wellbeing,Intelligence1,Intelligence2,Soft,opinion,Nerds,School_support_engage,comfortable,future,bullying,candidate_Perc_Effort,YourComments
32462,completed,2,1,1,1,2,3,2,1.4,0,1.5,8.0,2,2,1,4.833333333333333,8,2,4,2,5,1,5.25,6,6,7,53, It can feel like you're on your own in navigating social dynamics
32456,completed,1,1,1,1,1,1,1,1.0,0,1.25,10.5,1,3,1,6.333333333333333,10,1,1,1,1,2,6.0,7,7,7,53, The school fails to address the importance of diversity
32551,completed,2,1,1,2,3,2,6,1.8,0,2.5,5.5,5,5,1,5.833333333333333,9,4,5,2,3,1,6.0,6,6,7,53, Some students openly discriminate against others
32451,completed,2,1,1,2,2,1,1,1.6,1,1.0,4.5,1,1,1,5.833333333333333,10,7,1,1,1,1,5.25,7,6,7,53, Discussions about different cultures are avoided altogether
32553,completed,2,2,2,2,2,4,6,2.0,0,3.0,5.0,3,2,2,4.5,9,5,4,2,4,2,4.75,6,5,6,33, There's a lack of effort to educate about cultural sensitivity
32433,completed,1,1,1,1,1,1,4,1.0,1,3.0,8.5,2,5,4,6.666666666666667,10,1,5,1,1,3,6.5,7,7,7,53, Microaggressions are common and overlooked
32480,completed,1,1,1,1,1,1,2,1.0,0,1.75,10.5,2,3,1,6.333333333333333,10,1,1,1,1,3,6.0,7,7,7,8, The school's attempts at diversity feel tokenistic
32413,completed,5,1,2,1,1,4,4,2.0,0,3.5,7.5,1,5,2,5.5,10,4,1,4,4,4,6.25,7,6,7,33, Some students are resistant to learning about other cultures
32554,completed,2,1,1,1,1,4,4,1.2,0,2.5,4.0,3,5,1,5.666666666666667,7,5,6,2,2,3,6.0,6,7,6,53, The curriculum rarely acknowledges diverse perspectives
32542,completed,2,2,2,1,2,2,6,1.8,0,3.0,4.5,2,4,2,5.0,6,5,5,2,3,2,4.75,7,6,2,53, Inclusive practices are minimal leaving some students out
32410,completed,1,1,1,1,1,2,6,1.0,0,3.0,6.0,6,5,1,5.833333333333333,10,5,2,2,3,3,6.0,7,7,5,53, Diversity is merely a buzzword without meaningful action
32562,completed,2,2,4,2,4,4,6,2.8,0,3.25,8.5,3,5,2,5.333333333333333,8,1,5,2,4,3,6.0,6,6,7,53, The extracurricular options are limited and uninspiring
32536,completed,4,2,1,1,1,3,7,1.8,1,3.0,6.5,2,7,3,5.0,4,3,5,1,4,1,5.25,6,4,4,53, Joining clubs often feels like an exclusive process
32429,completed,4,4,4,4,1,4,6,3.4,0,3.0,3.0,4,6,4,4.166666666666667,4,7,4,1,4,1,4.25,4,6,1,14, The workload from activities adds to overall stress
32402,completed,2,1,2,1,1,5,6,1.4,0,3.5,4.5,6,7,3,5.166666666666667,6,5,5,3,4,2,6.0,5,5,7,30, Certain extracurriculars have a toxic and competitive atmosphere
32507,completed,2,5,4,1,1,2,1,2.6,0,1.75,5.5,7,5,1,5.0,6,5,3,1,3,4,4.75,5,3,6,53, Extracurriculars take away valuable time from studying
